订单顺序编号,订单号,用户名,商品编号,订单金额,付款金额,渠道编号,平台类型,下单时间,付款时间,是否退款,优惠金额,支付耗时_秒,下单日期,下单小时,星期几
79898,sys-2025-251170227,user-121178,PR000237,618.49,535.11,渠道4,APP,2025-10-22 21:20:22,2025-10-22 21:21:17,是,83.38,55.0,2025-10-22,21,Wednesday
79901,sys-2025-272469240,user-240491,PR000132,1418.61,1355.59,渠道4,微信公众号,2025-10-22 21:25:49,2025-10-22 21:26:04,否,63.01999999999998,15.0,2025-10-22,21,Wednesday
79910,sys-2025-228892508,user-277096,PR000061,3020.3,2979.76,渠道4,APP,2025-10-22 21:47:49,2025-10-22 21:48:16,否,40.539999999999964,27.0,2025-10-22,21,Wednesday
79929,sys-2025-272239933,user-248204,PR000919,921.9,838.93,渠道4,微信公众号,2025-10-22 23:16:28,2025-10-22 23:17:07,否,82.97000000000003,39.0,2025-10-22,23,Wednesday
79939,sys-2025-278418268,user-250747,PR000669,4970.28,4970.28,渠道4,APP,2025-10-23 00:06:15,2025-10-23 00:06:25,否,0.0,10.0,2025-10-23,0,Thursday
79955,sys-2025-306244237,user-144989,PR000483,618.94,598.63,渠道4,APP,2025-10-23 09:44:34,2025-10-23 09:44:45,否,20.31000000000006,11.0,2025-10-23,9,Thursday
79958,sys-2025-260662175,user-146329,PR000097,225.62,219.49,渠道4,微信公众号,2025-10-23 10:15:53,2025-10-23 10:16:53,否,6.1299999999999955,60.0,2025-10-23,10,Thursday
79970,sys-2025-344446533,user-252283,PR000593,393.15,365.89,渠道4,微信公众号,2025-10-23 11:38:30,2025-10-23 11:38:41,否,27.25999999999999,11.0,2025-10-23,11,Thursday
79972,sys-2025-261651738,user-174507,PR000614,54.61,54.61,渠道4,微信公众号,2025-10-23 11:42:51,2025-10-23 11:43:02,否,0.0,11.0,2025-10-23,11,Thursday
79985,sys-2025-280309397,user-184974,PR000335,357.16,324.69,渠道4,微信公众号,2025-10-23 12:35:25,2025-10-23 12:35:45,否,32.47000000000003,20.0,2025-10-23,12,Thursday
79997,sys-2025-347269067,user-103074,PR000938,922.66,922.66,渠道4,微信公众号,2025-10-23 13:00:12,2025-10-23 13:01:09,否,0.0,57.0,2025-10-23,13,Thursday
80011,sys-2025-293198013,user-118114,PR000507,306.35,306.35,渠道4,微信公众号,2025-10-23 13:24:28,2025-10-23 13:24:38,是,0.0,10.0,2025-10-23,13,Thursday
80020,sys-2025-252119092,user-118047,PR000503,1161.16,1144.33,渠道4,APP,2025-10-23 13:54:57,2025-10-23 13:55:27,否,16.830000000000155,30.0,2025-10-23,13,Thursday
80036,sys-2025-313256776,user-191581,PR000844,602.77,536.06,渠道4,微信公众号,2025-10-23 14:49:15,2025-10-23 14:51:49,否,66.71000000000004,154.0,2025-10-23,14,Thursday
80065,sys-2025-295331655,user-117562,PR000654,1374.14,1265.16,渠道4,APP,2025-10-23 16:52:59,2025-10-23 16:53:17,否,108.98000000000002,18.0,2025-10-23,16,Thursday
80100,sys-2025-295024636,user-126791,PR000387,1695.13,1649.82,渠道4,APP,2025-10-23 19:45:37,2025-10-23 19:45:56,否,45.31000000000017,19.0,2025-10-23,19,Thursday
80104,sys-2025-326086375,user-143842,PR000889,268.98,268.98,渠道4,微信公众号,2025-10-23 19:53:17,2025-10-23 19:53:30,否,0.0,13.0,2025-10-23,19,Thursday
80117,sys-2025-287237910,user-222717,PR000651,409.21,382.01,渠道4,APP,2025-10-23 20:29:15,2025-10-23 20:43:35,是,27.19999999999999,860.0,2025-10-23,20,Thursday
80147,sys-2025-272525782,user-180695,PR000241,647.51,647.51,渠道4,微信公众号,2025-10-23 22:00:40,2025-10-23 22:00:55,否,0.0,15.0,2025-10-23,22,Thursday
80148,sys-2025-325209786,user-187030,PR000088,733.45,708.65,渠道4,APP,2025-10-23 22:02:22,2025-10-23 22:03:20,否,24.800000000000068,58.0,2025-10-23,22,Thursday
80155,sys-2025-256634692,user-272886,PR000411,726.51,726.51,渠道4,APP,2025-10-23 22:27:31,2025-10-23 22:29:38,否,0.0,127.0,2025-10-23,22,Thursday
80164,sys-2025-291895269,user-288765,PR000448,498.62,397.36,渠道4,微信公众号,2025-10-23 23:05:20,2025-10-23 23:07:24,否,101.25999999999999,124.0,2025-10-23,23,Thursday
80174,sys-2025-256703174,user-204148,PR000508,918.89,870.53,渠道4,微信公众号,2025-10-24 00:23:51,2025-10-24 00:24:02,否,48.360000000000014,11.0,2025-10-24,0,Friday
80175,sys-2025-285696026,user-115756,PR000873,651.04,581.29,渠道4,APP,2025-10-24 00:27:20,2025-10-24 00:27:42,否,69.75,22.0,2025-10-24,0,Friday
80193,sys-2025-238920520,user-193459,PR000555,257.96,179.08,渠道4,web网站,2025-10-24 10:53:40,2025-10-24 10:57:02,是,78.87999999999997,202.0,2025-10-24,10,Friday
80218,sys-2025-247043515,user-289052,PR000897,1223.76,1196.61,渠道4,微信公众号,2025-10-24 12:32:39,2025-10-24 12:32:52,否,27.15000000000009,13.0,2025-10-24,12,Friday
80269,sys-2025-330940886,user-131544,PR000120,557.89,513.54,渠道4,微信公众号,2025-10-24 14:48:50,2025-10-24 14:49:15,否,44.35000000000002,25.0,2025-10-24,14,Friday
80281,sys-2025-296074591,user-101745,PR000257,244.08,244.08,渠道4,web网站,2025-10-24 15:29:38,2025-10-24 15:29:56,否,0.0,18.0,2025-10-24,15,Friday
80306,sys-2025-177464581,user-101503,PR000359,998.96,998.96,渠道4,APP,2025-10-24 17:44:39,2025-10-24 17:44:54,否,0.0,15.0,2025-10-24,17,Friday
80321,sys-2025-262505159,user-280335,PR000279,2307.22,2267.02,渠道4,APP,2025-10-24 18:58:08,2025-10-24 18:58:24,否,40.19999999999982,16.0,2025-10-24,18,Friday
80333,sys-2025-254424815,user-280271,PR000530,1299.47,916.31,渠道4,APP,2025-10-24 19:24:10,2025-10-24 19:24:58,否,383.1600000000001,48.0,2025-10-24,19,Friday
80334,sys-2025-211123368,user-143271,PR000830,852.99,852.99,渠道4,APP,2025-10-24 19:36:25,2025-10-24 19:36:38,否,0.0,13.0,2025-10-24,19,Friday
80386,sys-2025-276468848,user-161502,PR000548,2107.89,2105.48,渠道4,微信公众号,2025-10-24 22:09:38,2025-10-24 22:10:30,否,2.4099999999998545,52.0,2025-10-24,22,Friday
80406,sys-2025-195946759,user-139630,PR000698,3186.79,2862.59,渠道4,微信公众号,2025-10-24 23:06:15,2025-10-24 23:06:48,是,324.1999999999998,33.0,2025-10-24,23,Friday
80427,sys-2025-300262620,user-180301,PR000729,2206.5,2114.15,渠道4,APP,2025-10-25 09:50:40,2025-10-25 09:51:04,否,92.34999999999991,24.0,2025-10-25,9,Saturday
80455,sys-2025-196138112,user-242611,PR000337,443.54,406.28,渠道4,APP,2025-10-25 12:58:37,2025-10-25 13:18:31,否,37.26000000000005,1194.0,2025-10-25,12,Saturday
80463,sys-2025-332120098,user-203057,PR000521,1438.57,1438.57,渠道4,微信公众号,2025-10-25 13:21:24,2025-10-25 13:24:48,否,0.0,204.0,2025-10-25,13,Saturday
80466,sys-2025-287136038,user-273554,PR000280,588.02,539.12,渠道4,APP,2025-10-25 13:27:32,2025-10-25 13:27:42,否,48.89999999999998,10.0,2025-10-25,13,Saturday
80473,sys-2025-223165228,user-144189,PR000513,642.19,535.16,渠道4,APP,2025-10-25 13:41:51,2025-10-25 13:42:21,否,107.03000000000009,30.0,2025-10-25,13,Saturday
80483,sys-2025-296269573,user-107838,PR000801,573.57,333.47,渠道4,APP,2025-10-25 13:55:37,2025-10-25 13:56:19,否,240.10000000000002,42.0,2025-10-25,13,Saturday
80486,sys-2025-230249294,user-124606,PR000225,519.89,467.57,渠道4,APP,2025-10-25 14:00:57,2025-10-25 14:01:17,是,52.31999999999999,20.0,2025-10-25,14,Saturday
80534,sys-2025-251802378,user-157045,PR000609,182.92,182.92,渠道4,APP,2025-10-25 16:47:31,2025-10-25 16:48:27,否,0.0,56.0,2025-10-25,16,Saturday
80573,sys-2025-287876152,user-102237,PR000054,1660.0,1595.38,渠道4,APP,2025-10-25 20:02:10,2025-10-25 20:02:47,否,64.61999999999989,37.0,2025-10-25,20,Saturday
80580,sys-2025-356875695,user-120940,PR000614,1344.01,1341.53,渠道4,微信公众号,2025-10-25 20:07:17,2025-10-25 20:09:13,否,2.480000000000018,116.0,2025-10-25,20,Saturday
80599,sys-2025-273125436,user-161812,PR000350,712.84,712.84,渠道4,微信公众号,2025-10-25 20:54:03,2025-10-25 20:54:43,否,0.0,40.0,2025-10-25,20,Saturday
80644,sys-2025-204660465,user-242248,PR000896,2212.81,1882.29,渠道4,微信公众号,2025-10-25 22:53:56,2025-10-25 22:54:20,否,330.52,24.0,2025-10-25,22,Saturday
80645,sys-2025-255389589,user-206979,PR000168,240.62,208.37,渠道4,微信公众号,2025-10-25 22:56:57,2025-10-25 22:57:07,否,32.25,10.0,2025-10-25,22,Saturday
80649,sys-2025-355711269,user-108485,PR000787,968.46,861.66,渠道4,微信公众号,2025-10-25 23:01:05,2025-10-25 23:06:33,否,106.80000000000007,328.0,2025-10-25,23,Saturday
80671,sys-2025-287746030,user-159595,PR000416,4837.15,4821.46,渠道4,APP,2025-10-26 09:18:42,2025-10-26 09:19:11,是,15.6899999999996,29.0,2025-10-26,9,Sunday
80676,sys-2025-229456619,user-101696,PR000716,257.65,238.08,渠道4,APP,2025-10-26 09:37:16,2025-10-26 09:37:33,否,19.569999999999965,17.0,2025-10-26,9,Sunday
80697,sys-2025-272379697,user-173432,PR000851,584.86,533.68,渠道4,APP,2025-10-26 12:04:30,2025-10-26 12:04:45,否,51.180000000000064,15.0,2025-10-26,12,Sunday
80704,sys-2025-281866463,user-195927,PR000820,365.99,51.07,渠道4,APP,2025-10-26 12:19:46,2025-10-26 12:20:19,否,314.92,33.0,2025-10-26,12,Sunday
80709,sys-2025-251256454,user-287627,PR000797,506.56,273.79,渠道4,微信公众号,2025-10-26 12:33:14,2025-10-26 12:35:31,否,232.76999999999998,137.0,2025-10-26,12,Sunday
80729,sys-2025-282448262,user-293244,PR000507,749.88,743.22,渠道4,APP,2025-10-26 13:35:12,2025-10-26 13:35:27,否,6.659999999999968,15.0,2025-10-26,13,Sunday
80750,sys-2025-239827778,user-182663,PR000130,738.07,644.44,渠道4,APP,2025-10-26 14:15:19,2025-10-26 14:15:27,否,93.63,8.0,2025-10-26,14,Sunday
80759,sys-2025-328948693,user-125912,PR000042,317.79,146.18,渠道4,APP,2025-10-26 14:39:45,2025-10-26 14:40:22,否,171.61,37.0,2025-10-26,14,Sunday
80769,sys-2025-300449508,user-180604,PR000127,674.04,615.05,渠道4,微信公众号,2025-10-26 15:01:38,2025-10-26 15:01:47,否,58.99000000000001,9.0,2025-10-26,15,Sunday
80773,sys-2025-289706185,user-201085,PR000821,604.03,316.45,渠道4,APP,2025-10-26 15:13:41,2025-10-26 15:15:37,否,287.58,116.0,2025-10-26,15,Sunday
80822,sys-2025-259588873,user-257545,PR000841,1282.66,1178.88,渠道4,微信公众号,2025-10-26 18:46:43,2025-10-26 18:49:21,否,103.77999999999997,158.0,2025-10-26,18,Sunday
80848,sys-2025-229545215,user-154635,PR000168,2105.55,2063.46,渠道4,微信公众号,2025-10-26 19:51:28,2025-10-26 19:51:58,否,42.090000000000146,30.0,2025-10-26,19,Sunday
80850,sys-2025-191655075,user-190274,PR000878,1191.91,1092.0,渠道4,微信公众号,2025-10-26 19:54:09,2025-10-26 19:54:27,否,99.91000000000008,18.0,2025-10-26,19,Sunday
80863,sys-2025-300717005,user-218876,PR000862,2327.0,2238.6,渠道4,微信公众号,2025-10-26 20:23:07,2025-10-26 20:23:15,是,88.40000000000009,8.0,2025-10-26,20,Sunday
80902,sys-2025-214358856,user-260708,PR000129,2536.85,2434.87,渠道4,web网站,2025-10-26 22:41:04,2025-10-26 22:43:03,是,101.98000000000002,119.0,2025-10-26,22,Sunday
80929,sys-2025-266549484,user-181348,PR000558,416.37,381.4,渠道4,APP,2025-10-27 09:23:26,2025-10-27 09:23:49,否,34.97000000000003,23.0,2025-10-27,9,Monday
80930,sys-2025-171124353,user-121203,PR000847,249.56,183.35,渠道4,微信公众号,2025-10-27 09:24:27,2025-10-27 09:24:38,否,66.21000000000001,11.0,2025-10-27,9,Monday
80937,sys-2025-245239262,user-168936,PR000072,361.49,356.4,渠道4,微信公众号,2025-10-27 10:46:18,2025-10-27 10:46:35,否,5.090000000000032,17.0,2025-10-27,10,Monday
80990,sys-2025-262560954,user-112805,PR000354,255.16,198.98,渠道4,APP,2025-10-27 13:21:43,2025-10-27 13:21:58,否,56.18000000000001,15.0,2025-10-27,13,Monday
80993,sys-2025-269889161,user-119582,PR000162,416.27,279.55,渠道4,APP,2025-10-27 13:27:43,2025-10-27 13:27:57,是,136.71999999999997,14.0,2025-10-27,13,Monday
81062,sys-2025-224198313,user-171683,PR000876,563.78,463.06,渠道4,APP,2025-10-27 15:30:42,2025-10-27 15:30:53,否,100.71999999999997,11.0,2025-10-27,15,Monday
81071,sys-2025-313404917,user-124577,PR000096,469.54,458.53,渠道4,APP,2025-10-27 16:06:38,2025-10-27 16:06:56,否,11.010000000000048,18.0,2025-10-27,16,Monday
81072,sys-2025-360743164,user-139251,PR000354,161.79,150.0,渠道4,APP,2025-10-27 16:08:01,2025-10-27 16:08:14,是,11.789999999999992,13.0,2025-10-27,16,Monday
81076,sys-2025-355644574,user-158461,PR000818,427.8,185.89,渠道4,web网站,2025-10-27 16:22:33,2025-10-27 16:28:10,否,241.91000000000003,337.0,2025-10-27,16,Monday
81090,sys-2025-261538916,user-287608,PR000771,1302.23,1226.48,渠道4,微信公众号,2025-10-27 17:22:10,2025-10-27 17:22:22,否,75.75,12.0,2025-10-27,17,Monday
81098,sys-2025-220102429,user-156993,PR000531,668.54,668.54,渠道4,微信公众号,2025-10-27 17:51:30,2025-10-27 17:52:26,否,0.0,56.0,2025-10-27,17,Monday
81101,sys-2025-231668743,user-168298,PR000379,782.36,782.36,渠道4,微信公众号,2025-10-27 17:56:25,2025-10-27 17:56:43,否,0.0,18.0,2025-10-27,17,Monday
81112,sys-2025-301105991,user-138266,PR000806,2522.25,2451.01,渠道4,微信公众号,2025-10-27 18:45:57,2025-10-27 18:47:12,否,71.23999999999978,75.0,2025-10-27,18,Monday
81120,sys-2025-274226897,user-185471,PR000946,2180.17,2180.17,渠道4,APP,2025-10-27 19:08:50,2025-10-27 19:09:32,否,0.0,42.0,2025-10-27,19,Monday
81122,sys-2025-308972911,user-153209,PR000687,965.59,965.59,渠道4,APP,2025-10-27 19:10:28,2025-10-27 19:10:50,否,0.0,22.0,2025-10-27,19,Monday
81139,sys-2025-247326014,user-101540,PR000907,260.48,260.48,渠道4,web网站,2025-10-27 19:43:40,2025-10-27 19:46:56,否,0.0,196.0,2025-10-27,19,Monday
81141,sys-2025-337905792,user-195308,PR000145,1175.42,1104.89,渠道4,微信公众号,2025-10-27 19:52:47,2025-10-27 19:53:11,否,70.52999999999997,24.0,2025-10-27,19,Monday
81144,sys-2025-168790377,user-180348,PR000797,541.45,498.98,渠道4,微信公众号,2025-10-27 19:54:40,2025-10-27 19:55:30,否,42.47000000000003,50.0,2025-10-27,19,Monday
81165,sys-2025-338388152,user-207451,PR000397,2794.58,2720.03,渠道4,微信公众号,2025-10-27 20:31:04,2025-10-27 20:31:12,否,74.54999999999973,8.0,2025-10-27,20,Monday
81204,sys-2025-224808422,user-210182,PR000464,2145.5,2145.5,渠道4,APP,2025-10-27 21:32:08,2025-10-27 21:33:05,否,0.0,57.0,2025-10-27,21,Monday
81218,sys-2025-282453596,user-137340,PR000292,3663.15,3585.97,渠道4,APP,2025-10-27 22:11:42,2025-10-27 22:12:36,否,77.18000000000029,54.0,2025-10-27,22,Monday
81224,sys-2025-259342659,user-143983,PR000905,2924.63,2876.89,渠道4,APP,2025-10-27 22:27:02,2025-10-27 22:27:40,否,47.74000000000024,38.0,2025-10-27,22,Monday
81226,sys-2025-209150178,user-105843,PR000480,237.25,195.24,渠道4,APP,2025-10-27 22:30:12,2025-10-27 22:30:32,是,42.00999999999999,20.0,2025-10-27,22,Monday
81259,sys-2025-267882160,user-299468,PR000190,554.16,520.69,渠道4,APP,2025-10-28 00:02:58,2025-10-28 00:03:02,是,33.469999999999914,4.0,2025-10-28,0,Tuesday
81265,sys-2025-215603583,user-115364,PR000132,1160.66,1160.66,渠道4,APP,2025-10-28 00:40:26,2025-10-28 00:44:50,否,0.0,264.0,2025-10-28,0,Tuesday
81270,sys-2025-232581562,user-239708,PR000532,829.61,829.61,渠道4,APP,2025-10-28 01:49:12,2025-10-28 01:49:22,否,0.0,10.0,2025-10-28,1,Tuesday
81273,sys-2025-295766878,user-261220,PR000445,377.32,343.02,渠道4,微信公众号,2025-10-28 02:43:15,2025-10-28 02:43:31,否,34.30000000000001,16.0,2025-10-28,2,Tuesday
81285,sys-2025-369254412,user-123309,PR000487,597.9,569.43,渠道4,APP,2025-10-28 09:21:07,2025-10-28 09:21:21,否,28.470000000000027,14.0,2025-10-28,9,Tuesday
81286,sys-2025-280876142,user-111640,PR000777,1285.6,1067.1,渠道4,APP,2025-10-28 09:22:09,2025-10-28 09:22:31,否,218.5,22.0,2025-10-28,9,Tuesday
81290,sys-2025-249108598,user-147218,PR000499,541.68,429.73,渠道4,web网站,2025-10-28 10:01:06,2025-10-28 10:01:56,否,111.94999999999993,50.0,2025-10-28,10,Tuesday
81294,sys-2025-288307718,user-258705,PR000899,334.71,334.71,渠道4,web网站,2025-10-28 10:30:28,2025-10-28 10:31:39,否,0.0,71.0,2025-10-28,10,Tuesday
81299,sys-2025-272419016,user-196123,PR000654,983.44,983.44,渠道4,web网站,2025-10-28 10:41:51,2025-10-28 11:07:44,否,0.0,1553.0,2025-10-28,10,Tuesday
81301,sys-2025-219037836,user-270666,PR000771,2670.97,2363.47,渠道4,微信公众号,2025-10-28 10:45:19,2025-10-28 10:45:32,否,307.5,13.0,2025-10-28,10,Tuesday
81359,sys-2025-290917514,user-103798,PR000544,395.7,370.6,渠道4,APP,2025-10-28 12:35:08,2025-10-28 12:35:51,是,25.099999999999966,43.0,2025-10-28,12,Tuesday
81362,sys-2025-305097626,user-219722,PR000103,184.9,184.9,渠道4,web网站,2025-10-28 12:38:31,2025-10-28 12:45:22,否,0.0,411.0,2025-10-28,12,Tuesday
81367,sys-2025-280667045,user-146706,PR000733,9788.34,9788.34,渠道4,微信公众号,2025-10-28 12:45:36,2025-10-28 12:46:14,否,0.0,38.0,2025-10-28,12,Tuesday
81381,sys-2025-355793677,user-105182,PR000806,499.06,499.06,渠道4,APP,2025-10-28 13:02:10,2025-10-28 13:02:38,否,0.0,28.0,2025-10-28,13,Tuesday
81405,sys-2025-341027194,user-234754,PR000294,359.91,272.39,渠道4,APP,2025-10-28 13:28:47,2025-10-28 13:29:08,否,87.52000000000004,21.0,2025-10-28,13,Tuesday
81417,sys-2025-306461769,user-265525,PR000571,207.11,207.11,渠道4,微信公众号,2025-10-28 13:36:34,2025-10-28 13:37:00,否,0.0,26.0,2025-10-28,13,Tuesday
81418,sys-2025-224927447,user-134553,PR000234,1853.6,1782.31,渠道4,web网站,2025-10-28 13:37:03,2025-10-28 13:37:33,否,71.28999999999996,30.0,2025-10-28,13,Tuesday
81446,sys-2025-320295609,user-296009,PR000414,800.18,788.3,渠道4,微信公众号,2025-10-28 14:10:38,2025-10-28 14:10:53,否,11.879999999999995,15.0,2025-10-28,14,Tuesday
81450,sys-2025-249754773,user-281448,PR000762,213.82,110.22,渠道4,APP,2025-10-28 14:14:48,2025-10-28 14:15:21,否,103.6,33.0,2025-10-28,14,Tuesday
81481,sys-2025-264137369,user-246013,PR000522,529.62,529.62,渠道4,APP,2025-10-28 15:13:21,2025-10-28 15:13:53,否,0.0,32.0,2025-10-28,15,Tuesday
81496,sys-2025-266335287,user-264091,PR000527,199.83,199.83,渠道4,APP,2025-10-28 16:03:53,2025-10-28 16:06:38,否,0.0,165.0,2025-10-28,16,Tuesday
81500,sys-2025-272901914,user-196985,PR000935,608.08,608.08,渠道4,微信公众号,2025-10-28 16:19:20,2025-10-28 16:19:36,否,0.0,16.0,2025-10-28,16,Tuesday
81504,sys-2025-237817263,user-109206,PR000914,344.26,322.38,渠道4,微信公众号,2025-10-28 16:38:49,2025-10-28 16:39:02,否,21.879999999999995,13.0,2025-10-28,16,Tuesday
81510,sys-2025-316322338,user-271274,PR000451,1384.61,1311.62,渠道4,web网站,2025-10-28 17:05:03,2025-10-28 17:07:04,是,72.99000000000001,121.0,2025-10-28,17,Tuesday
81527,sys-2025-260166251,user-285606,PR000680,964.36,929.76,渠道4,APP,2025-10-28 18:01:51,2025-10-28 18:02:20,否,34.60000000000002,29.0,2025-10-28,18,Tuesday
81539,sys-2025-247054744,user-190455,PR000679,413.27,413.27,渠道4,APP,2025-10-28 18:23:15,2025-10-28 18:23:47,否,0.0,32.0,2025-10-28,18,Tuesday
81548,sys-2025-287605341,user-214483,PR000425,1931.44,1931.44,渠道4,微信公众号,2025-10-28 18:40:05,2025-10-28 18:40:43,否,0.0,38.0,2025-10-28,18,Tuesday
81550,sys-2025-262531222,user-197306,PR000796,4365.1,4216.82,渠道4,APP,2025-10-28 18:58:05,2025-10-28 18:58:17,否,148.28000000000065,12.0,2025-10-28,18,Tuesday
81554,sys-2025-304450444,user-112172,PR000767,684.82,341.24,渠道4,APP,2025-10-28 19:08:37,2025-10-28 19:13:02,否,343.58000000000004,265.0,2025-10-28,19,Tuesday
81564,sys-2025-308433592,user-159505,PR000174,251.68,251.68,渠道4,微信公众号,2025-10-28 19:26:59,2025-10-28 19:27:07,否,0.0,8.0,2025-10-28,19,Tuesday
81593,sys-2025-330259095,user-110114,PR000767,700.41,354.62,渠道4,APP,2025-10-28 20:47:29,2025-10-28 20:55:57,否,345.78999999999996,508.0,2025-10-28,20,Tuesday
81595,sys-2025-268417690,user-147378,PR000777,1017.7,981.78,渠道4,APP,2025-10-28 20:49:54,2025-10-28 20:50:02,否,35.92000000000007,8.0,2025-10-28,20,Tuesday
81620,sys-2025-247604855,user-145359,PR000819,409.87,409.87,渠道4,微信公众号,2025-10-28 21:18:57,2025-10-28 21:19:12,否,0.0,15.0,2025-10-28,21,Tuesday
81628,sys-2025-280259980,user-120062,PR000646,1387.67,1387.67,渠道4,微信公众号,2025-10-28 21:23:47,2025-10-28 21:23:58,是,0.0,11.0,2025-10-28,21,Tuesday
81631,sys-2025-201101117,user-115772,PR000181,754.6,718.67,渠道4,APP,2025-10-28 21:27:04,2025-10-28 21:27:31,否,35.930000000000064,27.0,2025-10-28,21,Tuesday
81633,sys-2025-321011242,user-188539,PR000734,10785.32,10785.32,渠道4,微信公众号,2025-10-28 21:30:46,2025-10-28 21:31:10,否,0.0,24.0,2025-10-28,21,Tuesday
81635,sys-2025-269911132,user-107679,PR000808,3252.96,3252.96,渠道4,APP,2025-10-28 21:37:14,2025-10-28 21:37:31,否,0.0,17.0,2025-10-28,21,Tuesday
81644,sys-2025-293049740,user-226535,PR000737,1565.55,1457.62,渠道4,APP,2025-10-28 21:53:51,2025-10-28 21:54:06,否,107.93000000000006,15.0,2025-10-28,21,Tuesday
81647,sys-2025-279774949,user-146659,PR000068,453.09,453.09,渠道4,APP,2025-10-28 22:04:34,2025-10-28 22:09:52,否,0.0,318.0,2025-10-28,22,Tuesday
81659,sys-2025-364345451,user-222241,PR000829,1305.05,1051.46,渠道4,web网站,2025-10-28 22:32:06,2025-10-28 22:34:31,否,253.58999999999992,145.0,2025-10-28,22,Tuesday
81666,sys-2025-337755666,user-121831,PR000901,2871.42,2809.0,渠道4,微信公众号,2025-10-28 22:54:30,2025-10-28 22:54:44,否,62.42000000000007,14.0,2025-10-28,22,Tuesday
81701,sys-2025-289829678,user-116353,PR000038,1011.75,948.92,渠道4,微信公众号,2025-10-29 09:53:11,2025-10-29 09:53:43,是,62.83000000000004,32.0,2025-10-29,9,Wednesday
81774,sys-2025-357055333,user-232930,PR000792,230.4,230.4,渠道4,APP,2025-10-29 14:09:01,2025-10-29 14:09:27,否,0.0,26.0,2025-10-29,14,Wednesday
81782,sys-2025-440174457,user-249009,PR000755,920.77,853.0,渠道4,APP,2025-10-29 14:25:48,2025-10-29 14:26:22,否,67.76999999999998,34.0,2025-10-29,14,Wednesday
81786,sys-2025-370996533,user-165015,PR000772,611.86,611.86,渠道4,APP,2025-10-29 14:29:49,2025-10-29 14:30:33,否,0.0,44.0,2025-10-29,14,Wednesday
